Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors
1904-1905 Nederlands Lyrisch Tooneel programmas_00086-20211201_184207.jpg,1904-1905,Het Paradijs,28/01/1905,,False,788694,Het Paradijs,NL,Arthur van Oost,1905,Het Paradijs,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00086-20211201_184207.jpg,1904-1905,Tannh√§user,31/01/1905,,False,323172,Tannhauser,DUI,Richard Wagner,1845,Tannh√§user,romantische oper,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00087-20211201_184215.jpg,1904-1905,De Bruid der Zee,28/01/1905,,False,855006,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00088-20211201_184229.jpg,1904-1905,De Walk¸re,04/02/1905,,False,804919,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00089-20211201_184237.jpg,1904-1905,De Tooverfluit,04/02/1905,,False,160632,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberfl√∂te,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00091-20211201_184257.jpg,1904-1905,De Walk¸re,11/02/1905,"Gala, eerste vertoning in het Nederlands in Belgi√´",False,621341,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00092-20211201_184310.jpg,1904-1905,De Walk¸re,14/02/1905,,False,611923,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00092-20211201_184310.jpg,1904-1905,Quinten Massys,16/02/1905,Feestavond,False,856676,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00094-20211201_184331.jpg,1904-1905,Quinten Massys,16/05/1905,,False,442802,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00094-20211201_184331.jpg,1904-1905,De Walk¸re,18/02/1905,,False,361818,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00095-20211201_184341.jpg,1904-1905,Het Paradijs,16/02/1905,,True,222512,Het Paradijs,NL,Arthur van Oost,1905,Het Paradijs,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00098-20211201_184429.jpg,1904-1905,De Walk¸re,21/02/1905,,False,586715,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00099-20211201_184443.jpg,1904-1905,De Walk¸re,25/02/1905,,False,920056,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00100-20211201_184455.jpg,1904-1905,De Walk¸re,02/03/1905,Feestavond,False,513998,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00103-20211201_184543.jpg,1904-1905,Herbergprinses,28/02/1905,,False,556060,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00104-20211201_184600.jpg,1904-1905,De Walk¸re,04/03/1905,,False,137125,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00104-20211201_184600.jpg,1904-1905,De Walk¸re,07/03/1905,,False,964066,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00106-20211201_184649.jpg,1904-1905,De Walk¸re,04/03/1904,,False,244903,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1903-1904,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00108-20211201_184711.jpg,1904-1905,Cleopatra,07/03/1905,Ter gelegenheid van Vastenavond,True,199144,Cleopatra,DEE,August Enna,1894,Cleopatra,opera seria,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00108-20211201_184711.jpg,1904-1905,Het Paradijs,07/03/1905,Ter gelegenheid van Vastenavond,True,199144,Het Paradijs,NL,Arthur van Oost,1905,Het Paradijs,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00110-20211201_184744.jpg,1904-1905,Herbergprinses,11/03/1905,,True,115175,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00110-20211201_184744.jpg,1904-1905,Quinten Massys,11/03/1905,,True,115175,Quinten Massys,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00110-20211201_184744.jpg,1904-1905,Quinten Massys,14/03/1905,,False,625063,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00114-20211201_184859.jpg,1904-1905,De Vrijschutter,16/03/1905,Vertoning ingericht door de Onderwijsvereniging Diesterweg,False,573371,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freisch¸tz,romantische oper,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00116-20211201_185412.jpg,1904-1905,De Vrijschutter,18/03/1905,,False,456349,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freisch¸tz,romantische oper,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00118-20211201_185429.jpg,1904-1905,De Bruid der Zee,25/03/1905,,True,126969,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00118-20211201_185429.jpg,1904-1905,Het Paradijs,25/03/1905,,True,126969,Het Paradijs,NL,Arthur van Oost,1905,Het Paradijs,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00118-20211201_185429.jpg,1904-1905,Cleopatra,26/03/1905,,False,574567,Cleopatra,DEE,August Enna,1894,Cleopatra,opera seria,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00119-20211201_185436.jpg,1904-1905,De Walk¸re,21/03/1905,Feestavond,False,132067,De Walkure,DUI,Richard Wagner,1874,Die Walk¸re,gesamtkunstwerk,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00125-20211201_185620.jpg,1904-1905,De Tooverfluit,28/03/1905,Gala,False,385887,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberfl√∂te,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00127-20211201_185634.jpg,1904-1905,De Vledermuis,11/04/1905,Eerste opvoering in het Nederlands in Belgi√´,False,355002,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00129-20211201_185711.jpg,1904-1905,De Vledermuis,15/04/1905,,False,664958,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00131-20211201_185730.jpg,1904-1905,De Vledermuis,18/04/1905,,False,176281,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00133-20211201_185750.jpg,1904-1905,De Vledermuis,22/04/1905,,False,897989,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00133-20211201_185750.jpg,1904-1905,De Vledermuis,25/04/1905,,False,650265,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00137-20211201_185830.jpg,1904-1905,De Vledermuis,29/04/1905,,False,430179,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00139-20211201_185849.jpg,1904-1905,Herbergprinses,01/08/1905,gala,False,352668,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00140-20211201_185857.jpg,1904-1905,Quinten Massys,06/08/1905,,False,690340,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00142-20211201_185914.jpg,1904-1905,Charlotte Corday,12/08/1905,,False,762081,Charlotte Corday,NL,Peter Benoit,?,Charlotte Corday,lyrisch drama,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00144-20211201_185940.jpg,1904-1905,Herbergprinses,13/08/1905,Volksvertoning,False,590864,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00147-20211201_190015.jpg,1904-1905,Het Arendsnest,20/08/1905,Volksvertoning,True,689748,Het Arendsnest,NL,Schrey Julius Jan Baptist,1904,Het Arendsnest,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00147-20211201_190015.jpg,1904-1905,Quinten Massys,20/08/1905,Volksvertoning,True,689748,Quinten Massys,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00148-20211201_190027.jpg,1904-1905,Parisina,22/08/1905,Volksvertoning,False,242699,Parisina,NL,Edward Keurvels,1887,Parisina,lyrisch drama,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00150-20211201_190052.jpg,1904-1905,Charlotte Corday,26/08/1905,Volksvertoning,False,505000,Charlotte Corday,NL,Peter Benoit,?,Charlotte Corday,lyrisch drama,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00153-20211201_190127.jpg,1904-1905,De Vergissing,27/08/1905,Volksvertoning,True,979543,De Vergissing,NL,Joseph Mertens,1869,De Vergissing,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00153-20211201_190127.jpg,1904-1905,Winternachtsdroom,27/08/1905,Volksvertoning,True,979543,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00153-20211201_190127.jpg,1904-1905,Het Minnebrugje,27/08/1905,Volksvertoning,True,979543,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1904-1905,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00154-20211201_190139.jpg,1904-1905,Prinses Zonneschijn,02/09/1905,,False,363807,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1905-1906,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00154-20211201_190139.jpg,1904-1905,Parisina,03/09/1905,,False,555868,Parisina,NL,Edward Keurvels,1887,Parisina,lyrisch drama,1905-1906,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00155-20211201_190148.jpg,1904-1905,De Vergissing,02/09/1905,Volksvertoning,True,659690,De Vergissing,NL,Joseph Mertens,1869,De Vergissing,zangspel,1905-1906,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00155-20211201_190148.jpg,1904-1905,Winternachtsdroom,02/09/1905,Volksvertoning,True,659690,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1905-1906,Jef Judels & Bernard Tokkie
1904-1905 Nederlands Lyrisch Tooneel programmas_00155-20211201_190148.jpg,1904-1905,Het Minnebrugje,02/09/1905,Volksvertoning,True,659690,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00005-20211216_095318.jpg,1905-1906,Don Juan,30/09/1905,opening van het toneeljaar,False,982694,Don Juan,ITA,Wolfgang Amadeus Mozart,1787,Don Giovanni,opera buffa,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00007-20211216_095436.jpg,1905-1906,Prinses Zonneschijn,03/10/1905,,False,944202,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00011-20211216_095548.jpg,1905-1906,Prinses Zonneschijn,07/10/1905,,False,356419,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00015-20211216_095709.jpg,1905-1906,Don Juan,10/10/1905,,False,206282,Don Juan,ITA,Wolfgang Amadeus Mozart,1787,Don Giovanni,opera buffa,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00019-20211216_095838.jpg,1905-1906,Lohengrin,14/10/1905,,False,479552,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00023-20211216_095935.jpg,1905-1906,Lohengrin,17/10/1905,,False,362027,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00027-20211216_100050.jpg,1905-1906,Prinses Zonneschijn,21/10/1905,,False,435800,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00027-20211216_100050.jpg,1905-1906,De Nieuwsgierige Vrouwen,28/10/1905,,False,590917,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00031-20211216_100144.jpg,1905-1906,Quinten Massys,24/10/1905,,False,304806,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00034-20211216_100355.jpg,1905-1906,Het Minnebrugje,24/10/1905,,True,320092,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00045-20211216_101125.jpg,1905-1906,Prinses Zonneschijn,29/10/1905,,False,248997,Prinses Zonneschijn,NL,Paul Gilson,1903,Prinses Zonneschijn,operetta,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00045-20211216_101125.jpg,1905-1906,De Nieuwsgierige Vrouwen,31/10/1905,,False,459837,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00049-20211216_101226.jpg,1905-1906,De Nieuwsgierige Vrouwen,04/11/1905,,False,685685,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00049-20211216_101226.jpg,1905-1906,Genesius,11/11/1905,,False,803291,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00052-20211216_101321.jpg,1905-1906,De Nieuwsgierige Vrouwen,05/11/1905,,False,669619,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00053-20211216_101335.jpg,1905-1906,De Nieuwsgierige Vrouwen,07/11/1905,,False,553533,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00060-20211216_101517.jpg,1905-1906,Genesius,14/11/1905,,False,604553,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00060-20211216_101517.jpg,1905-1906,Genesius,16/11/1905,,False,842610,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00061-20211216_101533.jpg,1905-1906,De Nieuwsgierige Vrouwen,18/11/1905,,False,649172,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00064-20211216_101619.jpg,1905-1906,Genesius,21/11/1905,,False,290783,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00065-20211216_101636.jpg,1905-1906,De Bruid der Zee,23/11/1905,,False,795542,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00068-20211216_101707.jpg,1905-1906,Genesius,25/11/1905,,False,199005,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00069-20211216_101726.jpg,1905-1906,De Bruid der Zee,26/11/1905,,False,465942,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00069-20211216_101726.jpg,1905-1906,Genesius,02/12/1905,,False,507625,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00072-20211216_101816.jpg,1905-1906,De Bruid der Zee,28/11/1905,gala,True,434482,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,zangspel,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00072-20211216_101816.jpg,1905-1906,Het Minnebrugje,28/11/1905,gala,True,434482,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00077-20211216_102002.jpg,1905-1906,De Nieuwsgierige Vrouwen,05/12/1905,,False,631060,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00077-20211216_102002.jpg,1905-1906,Charlotte Corday,07/12/1905,,False,126528,Charlotte Corday,NL,Peter Benoit,?,Charlotte Corday,lyrisch drama,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00081-20211216_102056.jpg,1905-1906,Genesius,09/12/1905,,False,186302,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00085-20211216_102156.jpg,1905-1906,De Nieuwsgierige Vrouwen,10/12/1905,,False,472417,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00088-20211216_102235.jpg,1905-1906,De Nieuwsgierige Vrouwen,12/12/1905,,False,378424,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00089-20211216_102252.jpg,1905-1906,De Tooverfluit,16/12/1905,,False,624409,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberfl√∂te,zangspel,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00093-20211216_102402.jpg,1905-1906,Herbergprinses,19/12/1905,gala,False,317784,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00097-20211216_102508.jpg,1905-1906,De Meesterzangers van Nuremberg,23/12/1905,,False,238070,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von N¸rnberg,zangspel,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00098-20211216_102522.jpg,1905-1906,Genesius,26/12/1905,,False,840868,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00101-20211216_102604.jpg,1905-1906,De Meesterzangers van N¸rnberg,23/12/1905,,False,666129,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von N¸rnberg,zangspel,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00105-20211216_102924.jpg,1905-1906,Genesius,26/10/1905,,False,470379,Genesius,DUI,Felix Weingartner,1892,Genesius,?,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00109-20211216_103134.jpg,1905-1906,De Meesterzangers van N¸rnberg,30/12/1905,,False,757930,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von N¸rnberg,zangspel,1905-1906,Jef Judels & Bernard Tokkie
Nederlandsch Lyrisch Tooneel 1905-1906_00113-20211216_103652.jpg,1905-1906,De Tooverfluit,02/01/1906,Ter gelegenheid van Nieuwjaar,False,693029,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberfl√∂te,zangspel,1905-1906,Jef Judels & Bernard Tokkie
